epoch | train_loss | train_acc | val_loss | val_acc
0 | 0.42637535790307124 | 0.8752458479020979 | 0.5032838103993948 | 0.8569068838352797
1 | 0.32604552003053516 | 0.9046519886363636 | 0.4216025884926649 | 0.8799170251997541
2 | 0.27588094756580317 | 0.919990166083916 | 0.38803800670332755 | 0.8904041180086048
3 | 0.24741736783847942 | 0.9287314248251748 | 0.38386953747118624 | 0.8951674861708666
4 | 0.2233566694332847 | 0.9354649256993007 | 0.3949165505247755 | 0.8982790411800861
5 | 0.19110627714186335 | 0.9445749562937062 | 0.40385078010049125 | 0.9009296250768285
6 | 0.16490042372606695 | 0.9502840909090909 | 0.4311801263330975 | 0.8990089121081746
7 | 0.14455145003169878 | 0.9551190996503497 | 0.4704679353156922 | 0.8967808850645359
8 | 0.13621507836522054 | 0.9567717438811189 | 0.5139894969326335 | 0.8947449293177627
9 | 0.12780959993825536 | 0.9588477928321678 | 0.5632530938886614 | 0.8926705593116164
10 | 0.11915485457015726 | 0.962699409965035 | 0.6187100521189784 | 0.8928626306084819
11 | 0.11302327532549161 | 0.9652261800699301 | 0.6716781306162376 | 0.8961662569145666
12 | 0.09845764838750116 | 0.9692690122377622 | 0.7067527137765433 | 0.8933620159803319
13 | 0.09874298306543484 | 0.9680944055944056 | 0.7029312766250395 | 0.8959741856177013
14 | 0.09819200328735218 | 0.9694465690559441 | 0.7820574423526062 | 0.8959357713583282
15 | 0.10353010012385586 | 0.9700885052447552 | 0.8530105524676375 | 0.8950522433927474
16 | 0.08747324896846097 | 0.972970388986014 | 0.8378196106908801 | 0.8955132145052244
17 | 0.06369634745463443 | 0.9802092438811189 | 0.8665155133881596 | 0.8971266133988937
18 | 0.0671215843699524 | 0.9795673076923077 | 0.9147810035264411 | 0.8936309157959434
19 | 0.06618840166593909 | 0.9791848776223776 | 0.924711435763068 | 0.895321143208359
20 | 0.04602362804006544 | 0.985194493006993 | 0.9376052065026049 | 0.8957437000614629
21 | 0.054112693179688594 | 0.9837057473776224 | 0.9487644058469621 | 0.89970036877689
22 | 0.04757454764452874 | 0.9849759615384616 | 0.9900541479282021 | 0.8953979717271051
23 | 0.054054537973646725 | 0.9836511145104895 | 1.0368961680591215 | 0.8972418561770129
24 | 0.03921831949447913 | 0.9879807692307693 | 1.0691237716896078 | 0.8967424708051629
25 | 0.04708027953776153 | 0.9856725305944056 | 1.0766894139244136 | 0.8975875845113707
26 | 0.06443081055425916 | 0.9816296984265734 | 1.0847149536462377 | 0.8977412415488629
27 | 0.03435348445263454 | 0.9897153627622378 | 1.159935138560946 | 0.8977028272894899
28 | 0.07779043405076612 | 0.9792121940559441 | 1.214933853264447 | 0.8961278426551936
29 | 0.05262433217239641 | 0.9844023164335665 | 1.267733626553048 | 0.8923632452366318
30 | 0.039567251731454346 | 0.9876393138111889 | 1.1510628573619375 | 0.9002765826674862
31 | 0.04517779854969675 | 0.9870656687062938 | 1.2319579906509783 | 0.8974723417332514
32 | 0.039002499145038845 | 0.9892509833916084 | 1.279630502620649 | 0.8978564843269822
33 | 0.037535638453388406 | 0.9885680725524476 | 1.2479315412808358 | 0.8962430854333129
34 | 0.036092400848189814 | 0.9897017045454546 | 1.2476700214232928 | 0.8969729563614014
35 | 0.04298598835009909 | 0.9876939466783217 | 1.2853310877375979 | 0.894360786724032
36 | 0.042928391476723504 | 0.9879124781468531 | 1.356627864720782 | 0.8952443146896127
37 | 0.029880341727291055 | 0.991053868006993 | 1.3394013099468554 | 0.900660725261217
38 | 0.048406377878716586 | 0.9868881118881119 | 1.4276413112036201 | 0.8937461585740627
39 | 0.04948706323076593 | 0.9862461756993007 | 1.3972910541878496 | 0.892939459127228
