epoch | train_loss | train_acc | val_loss | val_acc
0 | 0.05670784617969995 | 0.9812066435432231 | 0.05766352475881577 | 0.9803
1 | 0.02931372831866797 | 0.9906783617929562 | 0.03265675966739655 | 0.9883
2 | 0.023677947210384534 | 0.9919790554962646 | 0.03146394852399826 | 0.9892
3 | 0.03923677377156285 | 0.987826840981857 | 0.05278357049226761 | 0.9842
4 | 0.011789886147706206 | 0.9961145944503735 | 0.030499467718601226 | 0.992
5 | 0.012201658089266515 | 0.9959311632870864 | 0.03532715286016464 | 0.9906
6 | 0.014963516824368861 | 0.995297491995731 | 0.04082027364969253 | 0.9902
7 | 0.010339053033621487 | 0.9965981856990395 | 0.037322834265232085 | 0.9909
8 | 0.011258526312598806 | 0.9962313233724653 | 0.04388819625377655 | 0.99
9 | 0.014264167087667461 | 0.9960812433297759 | 0.049368377149105074 | 0.9898
10 | 0.005574743367787232 | 0.9980656350053362 | 0.046691262578964235 | 0.9909
11 | 0.008768138045339727 | 0.9974653148345785 | 0.05171220101714134 | 0.9896
12 | 0.008350517927781303 | 0.9974319637139808 | 0.0549733852982521 | 0.9903
13 | 0.005865255456215035 | 0.9982157150480256 | 0.04610305947065353 | 0.9902
14 | 0.014229767249147691 | 0.995781083244397 | 0.062491862058639526 | 0.9889
15 | 0.007827143021585894 | 0.9976820971184632 | 0.04498358598947525 | 0.992
16 | 0.0036928551609497697 | 0.9986659551760939 | 0.042023210689425466 | 0.992
17 | 0.003613444359768321 | 0.9990494930629669 | 0.04602108565568924 | 0.9914
18 | 0.006645386706363795 | 0.9980489594450374 | 0.0586261392056942 | 0.9915
19 | 0.0051718669662226225 | 0.9985325506937033 | 0.05635213576555252 | 0.9912
20 | 0.0046833227577409535 | 0.9986826307363927 | 0.06321606382131577 | 0.9891
21 | 0.003183224323188753 | 0.9991161953041622 | 0.05341239076852798 | 0.9915
22 | 0.0016374703627894756 | 0.9995164087513341 | 0.04838469527959824 | 0.9918
23 | 0.004400948083660343 | 0.9987993596584845 | 0.055591037422418596 | 0.9913
24 | 0.0009811056326585747 | 0.9996498132337247 | 0.04591223706007004 | 0.9923
25 | 0.002403638419062058 | 0.999132870864461 | 0.04863855643868446 | 0.9917
26 | 0.006074188551204548 | 0.9985992529348986 | 0.07194803322851658 | 0.9905
27 | 0.0035522969383965054 | 0.9989160885805763 | 0.06482985728085042 | 0.9899
28 | 0.002671456535465085 | 0.999232924226254 | 0.0581081539824605 | 0.9916
29 | 0.0022080852205317424 | 0.9993163020277481 | 0.0592585978448391 | 0.9921
30 | 0.0018792456928382179 | 0.9993663287086446 | 0.057956731086969374 | 0.9922
31 | 0.0020456976573337803 | 0.9993663287086446 | 0.0562323804885149 | 0.9926
32 | 0.0029708377088483707 | 0.9990661686232657 | 0.057102327275276185 | 0.9922
33 | 0.0011157019773504141 | 0.9997665421558164 | 0.054774719490110875 | 0.993
34 | 0.004232955525138216 | 0.9989327641408752 | 0.07190014823526145 | 0.9916
35 | 0.0018260504923941789 | 0.9994997331910352 | 0.059262907791137694 | 0.9928
36 | 0.0007812211154825914 | 0.9997832177161152 | 0.055290931808948514 | 0.9936
37 | 0.0018880557688300994 | 0.9995497598719317 | 0.06929696852266788 | 0.9929
38 | 0.006872185994448536 | 0.9985992529348986 | 0.08519465569257736 | 0.9906
39 | 0.0025398710915538517 | 0.9992662753468516 | 0.06394107048809529 | 0.9931
