epoch | train_loss | train_acc | val_loss | val_acc
0 | 0.1609412460425578 | 0.950401376146789 | 0.14634166437387466 | 0.957
1 | 0.0702451743493113 | 0.9800745412844036 | 0.07594705149531364 | 0.977
2 | 0.0528237268653348 | 0.9858084862385321 | 0.06328676750510931 | 0.98
3 | 0.029882056741129367 | 0.992545871559633 | 0.05218515542149544 | 0.983
4 | 0.030332345835898722 | 0.9909690366972477 | 0.06240715992450714 | 0.98
5 | 0.020172817621875658 | 0.994552752293578 | 0.07039836904779076 | 0.9795
6 | 0.01443246084931862 | 0.9959862385321101 | 0.07982748968154192 | 0.9745
7 | 0.00957656603380226 | 0.9975630733944955 | 0.05550178201403469 | 0.982
8 | 0.006410155351484118 | 0.9985665137614679 | 0.06846720265597105 | 0.9805
9 | 0.017213771669749477 | 0.9932626146788991 | 0.08586569893360138 | 0.9775
10 | 0.002555145326961225 | 0.9997133027522935 | 0.053097396501601904 | 0.9855
11 | 0.0051795317285556405 | 0.9987098623853211 | 0.06489744773763231 | 0.984
12 | 0.026327310024265096 | 0.9912557339449541 | 0.08097778247296811 | 0.9795
13 | 0.006891570412585888 | 0.9978497706422018 | 0.05837021315842867 | 0.9865
14 | 0.0011092761085302475 | 0.9998566513761468 | 0.05805227612768067 | 0.986
15 | 0.0013081086919488922 | 0.9997133027522935 | 0.060666612521279605 | 0.9855
16 | 0.00014323760914429915 | 1.0 | 0.05796331266092602 | 0.9875
17 | 7.5792350734354e-05 | 1.0 | 0.057995248754858036 | 0.9875
18 | 6.0652194669265396e-05 | 1.0 | 0.0585679646973731 | 0.9875
19 | 5.079926109128208e-05 | 1.0 | 0.059378631169733125 | 0.9875
20 | 4.351635242499369e-05 | 1.0 | 0.06033560882517486 | 0.9875
21 | 3.8464067658607595e-05 | 1.0 | 0.060595651215699035 | 0.9875
22 | 3.402067197985662e-05 | 1.0 | 0.061028433381579816 | 0.9875
23 | 3.0249123660160634e-05 | 1.0 | 0.06174950945703313 | 0.9875
24 | 2.7260625453762075e-05 | 1.0 | 0.06231799051001667 | 0.988
25 | 2.465534499739796e-05 | 1.0 | 0.06285821917885903 | 0.9875
26 | 2.2063169248632228e-05 | 1.0 | 0.06327453879069071 | 0.9875
27 | 2.0226386231816507e-05 | 1.0 | 0.06420648395553871 | 0.987
28 | 1.8510246654883188e-05 | 1.0 | 0.06473538770404412 | 0.988
29 | 1.6686266860166695e-05 | 1.0 | 0.06498414790444076 | 0.9875
30 | 1.5457755272743494e-05 | 1.0 | 0.06576412488636561 | 0.9875
31 | 1.405527428664546e-05 | 1.0 | 0.06604634762491014 | 0.9875
32 | 1.2933047294634456e-05 | 1.0 | 0.06641060271375955 | 0.9875
33 | 1.210965178776668e-05 | 1.0 | 0.06699610410763852 | 0.9875
34 | 1.1197351349074703e-05 | 1.0 | 0.06734832278237446 | 0.988
35 | 1.0401820313141415e-05 | 1.0 | 0.06772977441224066 | 0.987
36 | 9.664320616322434e-06 | 1.0 | 0.06824806809318397 | 0.9875
37 | 9.00594194136003e-06 | 1.0 | 0.06869759483805683 | 0.987
38 | 8.380199408960784e-06 | 1.0 | 0.06922590898416092 | 0.9875
39 | 7.798714294972551e-06 | 1.0 | 0.06967674503589205 | 0.9875
