epoch | train_loss | train_acc | val_loss | val_acc
0 | 0.14947501153027246 | 0.9552752293577982 | 0.29547480297088624 | 0.916
1 | 0.08851230975855655 | 0.9720470183486238 | 0.2683479952812195 | 0.9305
2 | 0.08028745353051009 | 0.9763474770642202 | 0.26715408062934876 | 0.9365
3 | 0.034949447976749974 | 0.9916857798165137 | 0.18660433369874954 | 0.9525
4 | 0.02702498644560473 | 0.9916857798165137 | 0.2283300728201866 | 0.9495
5 | 0.028453545674784194 | 0.9924025229357798 | 0.20130822451412678 | 0.9515
6 | 0.02347692117840479 | 0.9926892201834863 | 0.20511763247149065 | 0.9575
7 | 0.01522227050015626 | 0.9959862385321101 | 0.2417866937443614 | 0.953
8 | 0.01426960988218016 | 0.9967029816513762 | 0.19836077044904232 | 0.956
9 | 0.010478116471775371 | 0.9974197247706422 | 0.236370021045208 | 0.9495
10 | 0.005106487577362413 | 0.9991399082568807 | 0.196884497448802 | 0.963
11 | 0.007262319032291865 | 0.9982798165137615 | 0.20738435983657838 | 0.9575
12 | 0.005893975890295232 | 0.9994266055045872 | 0.2158200665861368 | 0.96
13 | 0.006612836079228212 | 0.9985665137614679 | 0.25769957780116237 | 0.9545
14 | 0.06273702486875304 | 0.9809346330275229 | 0.32591295628622174 | 0.939
15 | 0.004526478610612418 | 0.9992832568807339 | 0.2121033312678337 | 0.9605
16 | 0.006058770233504645 | 0.9981364678899083 | 0.22941790053248406 | 0.96
17 | 0.00725437382128252 | 0.9985665137614679 | 0.23397514293575658 | 0.9555
18 | 0.002706985252656306 | 0.9995699541284404 | 0.23142255602777004 | 0.9625
19 | 0.0101355767567196 | 0.997276376146789 | 0.24542899553477765 | 0.962
20 | 0.0026683186124751256 | 0.9995699541284404 | 0.23535038382932544 | 0.9585
21 | 0.00672773304968109 | 0.9982798165137615 | 0.23987465333938598 | 0.954
22 | 0.024433358760930838 | 0.9916857798165137 | 0.2690382970571518 | 0.9505
23 | 0.02022100629018905 | 0.994552752293578 | 0.23816493137925862 | 0.955
24 | 0.007497932369573258 | 0.9975630733944955 | 0.23809586161002516 | 0.957
25 | 0.00472631278620227 | 0.9988532110091743 | 0.23632581788673998 | 0.962
26 | 0.0030799611458109497 | 0.9994266055045872 | 0.23157975281029938 | 0.963
27 | 0.002766526247112512 | 0.9992832568807339 | 0.21722953557595612 | 0.966
28 | 0.001755258784890538 | 0.9997133027522935 | 0.21864317182824017 | 0.9685
29 | 0.0013027883789301427 | 0.9997133027522935 | 0.21529530653357506 | 0.968
30 | 0.0008559046431350865 | 0.9998566513761468 | 0.21665516996383666 | 0.9685
31 | 0.0010621927550625823 | 0.9998566513761468 | 0.21735072365403174 | 0.9685
32 | 0.002438993783296009 | 0.9997133027522935 | 0.22103702539205553 | 0.9685
33 | 0.0007369149910936433 | 0.9998566513761468 | 0.21102924452535807 | 0.9685
34 | 0.0010804472215103062 | 0.9998566513761468 | 0.225523239672184 | 0.9685
35 | 0.0010222015674402629 | 0.9997133027522935 | 0.2235896102252882 | 0.9675
36 | 0.0006764488723401382 | 0.9998566513761468 | 0.21955446781404317 | 0.968
37 | 0.0010465820270750255 | 0.9997133027522935 | 0.22416057719982926 | 0.969
38 | 0.06741521190169722 | 0.9878153669724771 | 0.367289222158478 | 0.946
39 | 0.005240982048610789 | 0.9991399082568807 | 0.20040717319329268 | 0.9625
